game_id,play_id,nfl_id,player_to_predict,has_target,num_frames_output,num_frames_hist,num_frames_target,last_x_before_pass_yds,last_y_before_pass_yds,player_side,player_position
2023090700,101,46137,True,True,21,26,21,55.81999969482422,17.670000076293945,Defense,SS
2023090700,101,52546,True,True,21,26,21,48.0099983215332,12.4399995803833,Defense,CB
2023090700,101,44930,True,True,21,26,21,52.43000030517578,14.140000343322754,Offense,WR
2023090700,194,44888,True,True,9,32,9,85.3499984741211,31.229999542236328,Defense,OLB
2023090700,194,55910,True,True,9,32,9,77.55000305175781,27.489999771118164,Defense,SS
2023090700,194,53953,True,True,9,32,9,77.0999984741211,18.15999984741211,Defense,CB
2023090700,194,54653,True,True,9,32,9,90.79000091552734,22.75,Defense,ILB
2023090700,194,41325,True,True,9,32,9,88.9800033569336,22.229999542236328,Offense,RB
2023090700,219,44888,True,True,8,17,8,73.02999877929688,16.780000686645508,Defense,OLB
2023090700,219,53953,True,True,8,17,8,71.16999816894531,9.25,Defense,CB
2023090700,219,53591,True,True,8,17,8,75.9800033569336,10.220000267028809,Offense,TE
2023090700,361,46137,True,True,16,51,16,35.65999984741211,46.720001220703125,Defense,SS
2023090700,361,47882,True,True,16,51,16,31.739999771118164,30.290000915527344,Defense,FS
2023090700,361,38696,True,True,16,51,16,34.189998626708984,48.33000183105469,Offense,WR
2023090700,436,46137,True,True,7,20,7,36.150001525878906,39.25,Defense,SS
2023090700,436,53487,True,True,7,20,7,31.639999389648438,29.100000381469727,Defense,MLB
2023090700,436,53541,True,True,7,20,7,33.66999816894531,37.79999923706055,Offense,WR
2023090700,461,54527,True,True,10,23,10,62.130001068115234,28.34000015258789,Defense,FS
2023090700,461,46137,True,True,10,23,10,58.54999923706055,17.049999237060547,Defense,SS
2023090700,461,52546,True,True,10,23,10,49.91999816894531,10.600000381469727,Defense,CB
2023090700,461,53487,True,True,10,23,10,47.880001068115234,27.90999984741211,Defense,MLB
2023090700,461,52471,True,True,10,23,10,45.970001220703125,21.25,Defense,ILB
2023090700,461,44930,True,True,10,23,10,51.81999969482422,13.979999542236328,Offense,WR
2023090700,530,52546,True,True,8,20,8,91.29000091552734,8.119999885559082,Defense,CB
2023090700,530,54568,True,True,8,20,8,91.0,20.18000030517578,Defense,OLB
2023090700,530,53541,True,True,8,20,8,89.25,17.219999313354492,Offense,WR
2023090700,621,54527,True,True,7,29,7,104.22000122070312,25.170000076293945,Defense,FS
2023090700,621,52546,True,True,7,29,7,104.81999969482422,23.18000030517578,Defense,CB
2023090700,621,47882,True,True,7,29,7,108.41999816894531,20.18000030517578,Defense,FS
2023090700,621,53541,True,True,7,29,7,102.94999694824219,24.43000030517578,Offense,WR
2023090700,713,44888,True,True,8,24,8,78.33999633789062,13.140000343322754,Defense,OLB
2023090700,713,53953,True,True,8,24,8,72.3499984741211,10.4399995803833,Defense,CB
2023090700,713,53591,True,True,8,24,8,79.36000061035156,12.199999809265137,Offense,TE
2023090700,736,55910,True,True,15,31,15,72.75,35.40999984741211,Defense,SS
2023090700,736,47888,True,True,15,31,15,63.939998626708984,25.15999984741211,Defense,SS
2023090700,736,44906,True,True,15,31,15,76.47000122070312,39.380001068115234,Defense,CB
2023090700,736,54562,True,True,15,31,15,73.13999938964844,29.549999237060547,Defense,FS
2023090700,736,46213,True,True,15,31,15,73.3499984741211,33.41999816894531,Offense,WR
2023090700,877,47888,True,True,10,34,10,91.0999984741211,17.18000030517578,Defense,SS
2023090700,877,44906,True,True,10,34,10,88.54000091552734,7.960000038146973,Defense,CB
2023090700,877,55882,True,True,10,34,10,77.9800033569336,15.789999961853027,Defense,MLB
2023090700,877,54562,True,True,10,34,10,81.86000061035156,28.649999618530273,Defense,FS
2023090700,877,46243,True,True,10,34,10,86.29000091552734,15.020000457763672,Offense,WR
